Light_Intensity,Temperature,Humidity,Minute_Of_Day,LED_On
180.3,32.3,74.7,1076,0
0.0,33.9,74.0,1081,1
44.4,33.2,70.3,1134,1
0.0,30.5,68.8,1247,1
17.7,23.7,65.2,254,0
83.0,27.8,74.9,1047,1
269.3,24.5,78.7,552,1
89.7,30.4,71.7,1309,1
0.0,29.8,74.0,1259,1
0.0,29.1,73.5,351,0
0.0,31.0,76.9,53,0
0.0,26.7,78.5,253,0
157.3,24.6,90.5,529,0
393.1,28.4,78.7,661,0
160.7,26.6,75.4,813,0
11.2,30.3,67.6,94,0
199.7,31.8,83.3,996,1
369.3,30.7,76.7,804,0
140.3,26.0,87.7,767,1
204.8,26.5,66.2,533,0
137.0,24.3,80.9,854,1
0.0,36.1,57.5,1271,1
337.8,28.8,87.0,848,0
46.6,32.3,71.7,1437,1
405.5,22.0,67.0,630,0
106.5,26.3,57.3,913,1
178.0,28.7,92.7,988,0
4.6,27.0,58.6,232,0
37.0,29.5,60.6,47,0
40.1,23.3,69.2,462,1
90.7,29.6,89.3,997,1
0.0,23.3,73.9,161,0
0.0,32.7,69.7,1199,1
369.3,27.7,89.1,847,0
352.3,29.9,85.9,887,0
21.9,29.9,67.8,1382,1
0.0,31.1,73.0,1261,1
209.5,27.3,84.6,795,0
15.6,32.8,62.2,1338,1
332.2,29.3,91.8,809,0
30.4,30.7,66.6,1420,1
0.0,29.9,65.2,75,0
400.9,26.1,85.9,750,0
372.0,26.4,79.7,833,0
7.0,27.0,54.8,1437,1
0.0,31.9,69.9,1107,1
0.0,22.7,76.8,363,1
28.3,29.7,65.6,129,0
142.0,26.3,74.9,890,1
14.5,30.3,55.1,1364,1
179.0,25.3,74.9,797,0
350.0,25.6,82.3,646,0
148.5,27.4,96.4,871,1
355.9,27.1,75.4,749,0
78.6,25.5,83.3,1055,1
6.1,29.2,61.2,308,0
8.5,26.0,72.5,155,0
12.0,33.0,69.5,1108,1
388.6,29.0,82.9,855,0
0.0,32.9,72.0,1347,1
12.0,24.4,70.7,260,0
284.6,23.5,84.0,586,0
0.0,25.3,75.8,415,1
73.7,30.0,94.8,961,1
0.0,22.7,64.8,419,1
0.0,33.0,66.8,1318,1
148.0,29.7,84.7,705,1
195.4,29.2,72.9,994,0
107.7,27.0,91.4,773,1
4.6,32.3,68.9,1167,1
0.0,26.2,74.4,234,0
111.3,25.7,82.7,575,1
0.0,29.6,63.4,150,0
81.5,22.9,93.8,512,0
391.1,28.9,70.3,742,0
84.7,30.8,82.5,1079,1
147.2,30.2,94.9,880,1
11.6,27.7,56.0,196,0
137.1,28.1,83.4,885,1
17.7,31.8,71.7,1308,0
0.0,30.4,58.4,60,0
358.4,25.8,88.2,881,0
102.3,24.9,89.0,442,1
73.5,26.8,83.5,467,1
176.0,31.0,95.0,986,0
189.5,22.0,76.2,684,0
47.3,28.7,73.2,1111,1
134.5,24.2,69.9,558,1
62.5,22.4,76.2,503,1
52.3,27.8,74.1,296,0
20.4,24.2,74.5,302,0
11.3,33.0,68.0,1199,1
57.2,32.9,64.3,71,0
0.0,30.9,49.5,1414,1
423.2,24.0,85.3,734,1
0.0,26.0,84.9,316,0
0.0,26.6,57.6,289,0
80.9,30.5,64.8,31,0
16.0,34.7,80.9,1206,1
61.8,29.5,59.7,1278,1
20.8,34.0,68.4,1206,1
20.9,24.0,81.7,304,0
0.0,27.9,93.2,357,0
36.1,27.2,68.4,1359,1
283.6,33.5,84.8,920,0
5.0,26.4,58.6,227,0
130.7,22.1,86.6,647,1
0.0,32.6,62.8,1430,1
1.8,32.5,69.0,1376,1
83.7,24.9,83.9,526,1
6.8,33.3,64.5,1326,1
0.0,28.1,76.7,156,0
16.3,30.9,79.4,1102,0
99.8,22.0,71.8,430,1
0.0,25.8,60.1,249,1
0.0,25.9,79.5,236,0
0.0,30.8,74.2,1400,1
43.3,25.4,74.7,354,0
20.5,32.5,55.0,118,0
0.0,30.4,70.0,1180,1
340.7,24.3,87.8,632,0
35.1,26.1,60.5,199,0
327.9,25.2,98.0,872,0
0.0,31.0,62.8,339,0
29.3,30.0,58.5,1294,1
113.5,30.7,81.8,993,1
0.0,34.2,75.4,1415,1
23.8,22.7,52.2,326,0
0.0,33.2,68.2,1098,1
0.0,26.0,45.0,102,0
173.6,26.4,94.1,844,0
326.5,25.7,76.9,628,1
64.1,23.6,90.9,475,1
2.0,34.4,61.3,1089,1
394.8,26.3,76.5,775,0
369.7,26.2,81.7,718,0
0.0,24.6,73.6,294,0
0.0,23.1,72.8,339,0
0.0,29.6,62.7,1272,1
3.0,25.1,48.3,208,1
0.0,30.1,72.8,1084,1
0.0,34.2,70.8,1197,1
17.2,30.8,61.1,57,0
0.0,29.3,83.1,1198,0
222.2,29.2,77.9,971,1
180.0,25.1,96.2,718,0
310.2,33.9,87.7,852,0
0.0,30.0,69.4,21,0
114.3,27.9,91.5,819,1
14.8,23.2,75.3,314,0
6.5,27.4,66.9,252,0
298.4,27.3,87.5,600,0
0.0,26.7,74.9,233,0
409.2,27.2,89.1,757,0
349.8,25.7,71.8,642,0
41.6,28.1,72.8,164,0
0.0,32.6,70.9,52,0
3.0,23.6,79.2,351,0
11.4,29.1,75.1,1020,1
5.3,30.8,59.4,1390,1
277.4,23.4,81.8,597,0
12.6,22.0,77.5,282,0
0.0,30.0,54.8,1359,1
136.0,22.0,82.3,561,1
364.9,24.5,68.7,694,0
0.0,30.5,54.0,119,0
406.8,26.1,93.7,770,0
97.0,24.4,79.7,463,1
0.0,28.7,56.4,65,0
0.0,32.3,77.5,1167,1
13.3,35.6,60.1,30,0
43.2,25.3,73.3,294,0
209.2,24.0,83.5,487,0
61.8,28.3,85.4,964,1
212.6,22.0,87.2,521,0
154.1,25.1,82.1,653,0
118.2,30.3,81.8,887,1
28.1,35.5,76.1,1423,1
2.8,24.8,65.4,316,0
0.0,30.9,70.4,1357,1
1.2,29.9,61.0,128,0
62.9,33.4,80.4,969,1
39.4,23.5,84.2,259,0
114.7,26.5,74.8,673,1
26.9,34.5,66.1,1033,1
162.3,26.5,95.9,805,0
75.9,29.7,71.9,1228,1
61.2,32.4,59.7,1428,1
345.1,22.0,82.6,626,0
210.5,26.4,78.4,504,0
22.8,33.0,63.1,75,1
356.0,24.2,95.5,695,0
9.8,31.3,59.1,153,0
41.6,29.3,64.6,135,0
13.6,32.8,56.4,32,0
162.0,22.8,75.9,422,0
0.0,33.1,62.7,1282,1
38.8,24.6,80.1,430,1
344.0,23.0,82.5,647,0
161.0,23.3,84.7,537,0
40.6,27.2,80.7,257,0
376.4,24.7,75.3,826,0
10.0,25.6,67.5,160,0
0.0,29.4,57.3,1243,1
53.3,24.4,70.4,268,0
46.0,26.6,74.4,298,0
1.8,30.5,72.4,1129,1
349.6,29.5,87.8,784,0
23.3,24.1,70.5,203,0
192.5,27.0,89.7,748,0
85.3,23.4,72.5,568,1
99.2,30.6,86.3,1079,1
105.8,25.5,75.0,445,0
136.1,22.0,64.4,459,1
0.0,22.0,67.7,362,1
132.4,24.0,67.5,421,1
363.2,26.5,80.4,804,1
0.0,28.6,68.1,1098,1
58.8,29.2,60.2,339,0
0.0,27.7,51.6,1,0
0.0,30.4,66.2,1338,1
162.1,30.3,95.0,840,0
0.0,28.6,66.1,26,0
63.3,28.3,75.2,1013,1
2.7,30.8,56.5,44,0
73.9,26.5,73.4,894,1
36.1,32.3,64.2,1371,1
7.4,30.1,63.8,108,0
362.0,27.7,89.1,814,0
0.0,34.4,67.1,1240,1
62.6,23.4,88.7,424,1
0.0,23.1,67.2,457,1
6.8,31.3,66.0,1083,0
7.1,22.0,78.3,376,0
18.4,31.9,71.1,1132,1
25.6,24.5,67.9,320,0
21.3,25.9,66.2,352,0
49.6,26.2,55.3,167,0
35.9,27.2,58.2,390,1
28.8,31.0,69.6,1127,1
110.6,25.8,68.5,441,1
134.8,23.1,84.4,550,1
0.0,32.8,72.0,1173,1
339.8,24.9,78.5,888,0
398.1,23.6,79.6,854,0
0.0,29.6,73.7,49,0
0.0,31.8,65.9,1149,1
0.0,24.3,82.5,397,1
0.0,26.4,78.8,211,0
0.0,24.4,74.7,352,0
10.7,31.4,61.9,47,0
10.8,29.6,68.4,270,0
27.5,36.6,72.5,1356,1
68.7,32.2,62.3,43,0
0.0,22.4,87.1,207,0
0.0,34.0,61.6,1290,0
0.0,31.1,70.9,65,0
74.4,23.9,89.6,553,1
0.0,27.9,56.9,297,0
296.8,24.9,83.7,562,0
24.1,30.0,62.6,15,1
22.0,32.4,65.4,1284,1
39.8,24.1,80.4,338,1
451.2,22.3,83.3,721,0
339.1,24.2,95.2,877,0
0.0,28.8,57.9,220,0
179.6,23.9,75.7,758,0
29.0,27.8,62.9,1413,1
8.9,28.8,67.4,1190,1
4.1,29.9,58.7,1419,1
123.4,31.0,65.3,882,1
40.1,23.8,85.9,444,1
21.2,23.1,72.9,275,0
326.4,31.0,87.8,855,0
0.0,27.6,61.7,236,0
404.4,24.5,89.1,677,0
374.6,27.0,98.0,732,0
8.0,29.1,70.0,118,0
2.9,30.0,75.0,1116,1
0.0,30.4,75.8,1106,1
0.0,24.5,77.8,213,0
55.5,26.0,58.7,190,0
358.4,26.4,82.8,600,0
0.0,27.8,70.3,252,0
10.8,31.5,75.4,1169,1
193.5,24.2,77.8,604,0
115.8,22.1,66.1,557,1
87.4,24.9,78.1,433,0
0.0,22.4,91.3,312,1
0.0,26.8,75.8,331,1
0.0,25.0,68.3,426,1
68.8,30.9,62.4,1327,1
295.4,28.9,81.5,889,0
159.8,26.3,97.3,786,0
190.7,24.9,82.6,651,0
415.5,25.6,93.4,708,0
411.3,28.3,86.6,735,0
142.0,25.1,78.2,462,1
83.5,32.9,69.6,1050,1
18.3,30.8,71.4,50,0
343.0,27.9,79.3,866,0
99.5,25.2,86.6,479,1
144.3,25.2,83.9,632,1
189.8,24.4,83.9,712,0
201.5,22.4,78.7,688,0
0.0,25.9,64.2,187,1
80.5,28.0,78.4,932,1
0.0,28.1,68.3,220,0
61.8,25.9,82.7,258,0
45.5,29.2,53.8,1400,0
0.0,25.7,71.1,280,0
91.2,23.5,91.8,440,1
261.5,22.3,72.6,564,1
99.9,32.9,76.7,1001,1
178.6,23.6,86.9,535,0
68.1,30.3,58.3,1282,1
0.0,28.1,87.1,1090,1
123.1,27.1,94.7,812,1
89.8,25.2,79.7,439,1
158.8,22.7,56.3,504,0
15.7,32.1,64.1,1285,1
315.6,22.4,91.6,639,0
0.0,31.0,63.4,1371,1
0.0,32.2,65.1,11,0
402.6,26.5,98.0,811,0
0.0,24.7,72.6,272,0
36.7,34.7,71.9,1209,0
178.3,27.4,81.6,783,0
0.6,26.0,80.5,194,0
46.8,30.1,76.2,1310,1
30.0,29.2,62.5,1325,1
5.5,30.9,59.2,26,0
0.0,33.4,61.4,1264,1
16.6,31.5,62.7,1324,1
12.2,31.1,68.8,1097,1
118.3,25.3,78.6,447,1
140.9,25.2,90.5,874,1
13.0,32.2,63.7,1258,1
355.5,28.0,78.0,861,0
120.9,24.8,75.2,513,1
0.0,33.0,72.6,1203,1
170.0,23.2,71.9,497,0
115.4,27.8,70.2,580,1
0.0,29.7,70.5,1190,1
8.2,31.0,70.6,1225,1
166.6,25.7,78.9,521,0
0.0,26.7,65.5,141,0
64.4,32.1,79.1,1186,1
339.5,23.5,93.1,632,0
0.0,24.4,71.9,342,0
0.0,26.4,66.3,73,0
31.1,26.1,89.7,390,1
139.7,32.4,75.6,1029,1
0.0,30.6,62.0,110,0
177.0,29.1,69.2,983,0
145.2,25.2,89.1,620,1
385.4,29.2,73.1,707,0
0.0,32.0,69.9,1087,0
0.0,29.6,59.8,1291,1
0.0,29.1,55.1,1410,1
0.0,22.7,87.1,393,1
0.0,34.5,73.5,1162,0
38.2,26.0,59.7,324,0
0.0,28.9,72.5,1206,1
34.4,33.4,73.4,1398,0
8.6,31.1,68.8,6,0
74.5,30.3,89.1,1006,1
296.4,27.6,88.2,607,0
38.3,31.4,74.2,1273,1
44.9,33.6,76.8,1020,1
0.0,27.6,82.1,1212,1
211.5,28.5,86.5,962,0
0.0,26.1,77.2,412,1
81.8,33.4,73.2,987,0
13.6,29.4,80.9,1177,0
236.5,23.2,89.5,530,0
166.2,30.3,97.2,974,0
18.7,30.0,72.0,1175,1
42.7,31.3,71.2,1312,1
85.3,35.0,71.0,1262,1
72.9,22.1,62.0,423,1
90.8,29.5,86.9,964,1
8.3,25.1,78.8,409,1
49.0,30.9,61.5,25,0
391.4,24.3,78.5,744,0
29.3,31.1,57.2,1329,1
65.8,30.9,80.1,1087,1
0.0,31.4,59.9,1391,1
0.0,29.1,79.2,1133,1
54.2,32.5,79.4,1017,1
168.8,26.5,87.3,778,0
257.7,31.2,92.6,902,0
31.0,23.0,81.8,446,1
0.0,29.0,78.5,1129,1
120.4,28.9,73.3,1042,1
0.0,31.4,69.1,39,0
368.9,26.1,84.5,837,0
42.2,28.2,64.6,1112,1
332.0,28.4,82.4,853,0
125.3,30.2,87.4,1073,1
3.0,28.4,58.3,82,0
5.1,28.4,70.7,1290,1
102.1,27.0,79.2,972,1
0.0,29.7,77.8,1076,1
15.6,23.3,70.8,311,1
16.6,30.3,77.2,1114,1
26.0,28.6,59.8,197,0
0.0,27.9,69.5,20,0
41.4,22.3,74.1,464,1
0.0,30.4,67.8,1366,1
0.0,22.6,76.9,401,0
11.8,27.6,68.4,120,1
157.3,26.2,80.2,577,0
168.5,23.6,72.1,580,0
0.0,32.0,70.6,1121,1
412.6,22.3,81.8,826,0
0.0,29.2,51.5,68,0
0.0,33.0,60.7,22,1
20.4,31.7,75.2,1333,1
58.2,31.7,58.1,1330,1
92.1,31.4,83.7,1026,1
0.0,27.7,70.6,390,1
43.4,26.8,72.9,443,1
0.0,28.0,63.5,25,0
81.1,33.9,68.8,1349,1
37.9,30.8,62.8,153,0
6.7,27.4,61.1,1425,1
0.0,31.5,77.4,1357,1
37.1,25.2,78.6,424,1
57.9,26.3,56.7,1264,1
348.8,26.6,66.8,858,0
30.7,24.6,81.6,290,0
12.6,26.7,73.7,157,0
0.0,33.6,76.4,1107,1
58.9,29.9,66.2,25,1
352.1,28.8,83.6,881,0
82.3,24.3,78.4,442,1
3.3,34.0,67.0,105,0
48.4,30.0,74.7,168,0
0.0,30.8,72.9,1409,1
162.7,26.4,86.2,782,0
4.4,29.4,67.1,1407,1
340.2,25.0,91.4,812,0
369.4,22.1,88.3,641,0
120.8,31.0,81.4,902,0
29.8,25.2,45.5,184,0
38.7,33.1,78.0,1196,1
5.6,25.0,78.9,258,0
0.0,30.4,65.8,1301,1
0.0,31.3,61.1,1257,1
367.0,30.5,92.2,836,1
4.0,37.5,74.0,1367,1
84.2,28.3,75.2,900,1
58.9,29.9,81.4,1057,1
0.0,26.4,71.4,368,1
60.3,24.4,84.8,599,1
0.0,23.2,86.2,364,1
7.6,31.0,68.8,58,0
0.0,33.0,61.4,1365,1
0.0,31.5,65.7,1241,1
0.0,31.0,90.8,1113,1
267.9,32.5,92.3,936,0
8.9,29.8,71.5,1112,1
22.0,25.9,67.1,204,1
89.3,29.9,74.8,1061,1
0.0,32.4,66.8,88,0
4.7,26.0,71.3,57,0
154.1,29.6,87.8,864,0
48.8,25.9,75.6,293,0
37.4,35.5,66.8,1198,1
100.8,25.2,84.6,608,1
108.9,22.0,88.9,542,1
15.6,32.3,77.5,74,0
0.0,27.5,49.2,123,0
0.0,27.4,70.1,1364,1
27.4,30.7,76.1,1357,1
393.9,25.2,68.6,679,0
3.8,29.8,83.3,1188,1
0.0,22.9,87.7,262,0
0.0,26.6,71.5,276,0
0.0,22.7,76.7,346,0
77.3,22.0,72.2,487,1
0.0,31.7,81.7,116,0
4.3,31.3,72.3,1236,1
166.3,22.7,64.2,715,1
0.0,26.2,74.1,164,0
14.4,32.6,65.2,1172,1
9.5,32.7,63.9,1292,1
377.2,26.5,87.0,666,0
0.0,32.4,65.5,1401,1
190.0,30.7,82.7,964,0
87.5,25.4,85.6,585,1
12.5,29.9,76.1,1394,1
361.0,24.7,73.8,800,0
0.0,34.2,70.6,1344,1
214.9,31.8,81.3,976,0
34.1,30.3,75.8,1075,1
1.9,30.1,64.9,1129,1
28.7,34.6,83.2,966,0
370.7,25.2,77.0,833,0
130.4,24.5,66.5,537,1
50.1,22.8,76.0,469,1
55.4,28.2,70.1,119,0
407.8,24.5,79.2,738,0
0.0,22.0,60.2,411,1
73.9,24.8,79.8,486,1
39.5,33.2,77.5,1299,1
0.0,30.5,62.2,1304,1
388.9,29.7,72.7,658,0
162.5,27.5,71.8,829,0
32.0,27.3,62.2,203,1
347.6,26.8,85.2,730,0
0.0,27.8,61.6,100,0
0.0,29.5,68.4,1374,1
39.1,24.5,70.9,240,1
109.1,23.4,91.6,653,1
0.0,26.3,71.3,331,0
45.5,30.1,82.5,1059,1
13.6,33.2,70.3,1252,1
115.3,22.0,83.5,583,1
0.0,25.7,69.3,181,0
207.9,22.6,71.8,494,1
0.0,22.0,71.7,320,0
0.0,28.1,60.3,83,0
69.1,27.9,73.3,1009,1
54.2,26.9,73.2,256,0
36.1,26.6,76.4,346,0
400.0,22.4,79.6,711,0
8.1,31.0,71.9,1371,1
0.0,29.4,66.4,1208,1
135.2,24.8,89.2,574,1
26.6,30.5,85.4,1279,1
1.2,30.9,73.8,1218,1
9.8,24.7,71.5,317,0
0.0,24.7,72.1,439,1
0.0,29.1,67.0,89,0
118.8,26.0,76.8,699,1
123.6,27.4,83.1,720,1
19.2,31.7,62.8,1223,0
0.0,22.5,81.7,383,1
305.9,22.0,77.8,586,0
431.0,24.5,84.7,738,0
198.1,30.4,66.2,989,0
0.0,29.2,67.3,1225,1
417.3,29.1,81.7,821,0
25.7,26.9,58.0,103,0
40.1,31.6,65.6,1319,0
314.0,27.5,63.7,637,0
0.0,29.6,55.8,28,1
0.0,29.3,61.6,1092,1
9.6,27.0,76.1,1203,1
20.3,27.8,67.7,224,1
4.1,32.1,54.4,1096,1
42.2,33.2,77.9,1232,1
335.2,24.8,87.1,604,0
9.9,23.1,76.7,447,1
326.4,23.0,86.4,623,0
0.0,27.0,66.9,196,0
186.3,32.0,77.2,1009,0
0.0,22.0,75.7,398,1
96.7,26.0,78.1,467,1
7.0,27.4,59.8,159,0
0.0,31.5,73.9,1303,1
32.8,30.4,59.0,105,0
0.0,31.1,63.9,1370,1
279.6,28.5,90.4,850,0
33.5,27.6,74.0,1391,1
33.9,31.3,75.5,1272,1
41.2,32.9,54.4,1267,1
19.4,25.2,68.5,240,0
4.8,30.2,56.1,1388,1
0.0,30.3,56.6,27,0
0.0,27.8,62.8,181,0
350.8,31.0,81.3,853,0
0.0,32.7,68.0,1152,1
74.0,34.2,53.9,1127,0
0.0,27.8,68.4,121,0
3.7,27.1,71.7,1143,1
183.8,23.7,93.5,611,0
69.0,28.4,79.3,1007,1
389.2,25.9,69.9,729,1
61.0,23.9,72.8,602,1
0.0,29.6,51.7,63,0
96.8,22.7,77.8,485,1
58.4,29.5,78.0,82,0
0.0,32.7,74.0,1204,1
85.9,24.1,81.1,529,1
281.3,22.0,71.2,482,0
120.5,25.9,81.0,429,1
109.3,31.2,77.7,1002,1
0.0,29.6,67.1,18,0
185.1,22.0,87.8,613,0
82.8,24.7,73.8,440,1
87.1,23.1,84.3,599,1
44.4,23.4,89.8,402,0
0.0,27.8,76.4,147,0
1.5,30.9,73.6,140,0
90.2,31.1,96.6,1055,1
0.0,25.8,85.7,263,0
379.3,24.1,96.8,713,0
368.1,25.2,76.3,697,0
0.0,31.5,65.5,1096,1
8.8,26.4,62.3,321,0
43.6,28.0,72.2,78,0
435.6,23.5,90.7,704,0
4.7,30.6,78.6,1133,1
0.0,25.8,61.5,249,0
174.9,25.1,92.4,670,0
80.2,30.0,77.6,997,1
81.1,28.0,78.3,961,1
251.9,24.0,87.8,572,0
0.0,32.8,65.0,1362,1
199.4,32.5,79.3,990,1
106.5,30.0,72.3,887,1
370.5,25.1,72.5,694,0
327.3,28.7,90.3,936,0
0.0,33.3,67.9,1426,1
33.2,31.2,67.6,1126,1
50.3,25.9,80.4,455,1
18.4,31.9,70.2,1222,1
183.5,25.2,70.2,995,0
37.4,32.8,65.5,1359,1
11.5,27.9,72.2,278,0
0.0,31.2,54.5,1285,1
292.2,26.7,89.2,924,0
0.0,28.2,74.1,316,0
32.6,23.8,91.2,434,1
39.8,30.1,87.8,1056,1
138.8,26.1,97.6,704,1
393.2,33.5,78.0,843,0
67.5,25.0,84.7,501,1
222.5,26.4,85.6,736,0
140.6,28.1,96.0,861,1
106.1,27.4,93.0,556,0
98.0,30.1,95.5,913,1
12.7,26.3,73.1,373,1
106.8,30.6,70.2,976,1
0.0,32.5,59.1,1327,1
2.7,31.4,73.3,1233,1
0.0,32.2,58.2,1285,1
29.5,23.2,76.7,404,1
184.5,25.9,83.0,809,0
347.6,29.0,65.4,861,0
9.3,30.6,72.1,1215,0
0.0,24.8,80.4,389,1
183.6,23.3,89.6,495,0
0.0,29.2,70.6,1117,1
99.7,29.5,73.7,953,1
67.6,25.7,74.5,443,1
79.9,28.2,67.9,1055,0
20.7,32.7,70.7,1354,1
93.8,28.6,78.5,1025,0
0.0,34.6,62.8,1143,1
2.7,25.7,71.6,377,1
12.7,25.4,78.8,125,0
96.9,32.5,77.1,1045,1
263.1,22.9,76.3,576,1
18.5,22.6,70.8,386,1
101.4,31.4,81.4,1000,1
347.0,29.4,98.0,790,0
0.0,31.8,56.9,1417,0
27.3,27.3,77.8,135,0
416.0,25.5,82.2,678,0
401.9,24.8,95.3,762,0
13.1,28.7,56.1,112,0
16.5,28.8,78.8,134,0
29.8,23.1,84.2,265,0
313.1,25.4,98.0,655,0
111.6,22.0,77.6,460,1
0.0,28.9,66.4,1375,1
36.5,32.8,60.4,1350,1
122.8,23.5,76.8,678,1
12.3,22.6,82.2,416,1
319.9,27.4,83.8,890,0
29.4,29.6,69.2,1403,1
93.2,30.5,83.4,1017,1
12.2,27.3,57.6,188,0
64.0,29.9,58.2,1282,1
138.9,22.6,91.3,723,1
131.3,30.4,81.0,1029,1
37.8,32.2,64.0,8,0
140.9,28.9,85.3,918,1
379.7,25.3,96.6,734,0
275.8,27.6,89.5,590,0
136.4,26.7,86.8,693,1
0.0,25.6,68.9,101,0
0.0,30.9,78.1,1338,1
0.0,28.4,63.0,168,1
326.9,22.0,83.9,591,0
0.0,28.4,65.1,115,0
12.2,31.5,61.3,1340,1
378.2,25.6,83.4,753,0
159.6,23.6,76.9,770,0
66.2,33.8,86.1,1036,1
16.5,28.5,62.9,137,1
42.5,22.8,76.7,376,1
350.1,28.7,93.0,781,0
0.0,31.7,83.5,1190,1
67.6,32.0,80.5,960,1
46.5,31.8,69.2,1242,1
395.3,22.2,90.3,716,0
240.3,26.9,85.4,909,0
36.1,33.1,56.2,1416,1
389.7,27.2,97.8,707,0
373.1,25.3,85.6,895,0
330.3,26.9,88.6,544,0
0.0,26.6,77.8,415,1
54.8,30.6,76.5,1194,1
0.2,25.8,68.7,251,0
0.0,25.6,70.6,35,0
84.6,28.6,85.4,990,0
0.0,27.6,73.2,174,0
399.4,26.6,74.1,757,0
147.3,26.7,74.9,830,1
0.0,31.1,66.3,1388,1
84.1,28.9,74.4,1063,1
36.6,27.6,77.8,205,1
98.2,34.2,70.6,1034,1
0.0,26.9,77.1,255,0
126.6,29.1,68.7,912,1
24.2,28.5,52.9,24,0
6.6,31.3,69.8,1229,1
117.5,24.3,87.5,832,1
270.0,25.1,88.8,895,0
53.0,23.9,87.8,486,1
170.2,29.1,86.2,896,0
108.9,28.3,79.3,1014,1
0.0,33.2,59.0,1431,1
0.0,25.8,53.8,183,0
175.5,25.0,90.1,702,0
3.1,27.9,62.9,279,0
33.4,25.4,71.2,277,0
343.5,25.8,90.6,656,0
16.2,26.3,96.5,329,0
0.0,23.2,74.4,369,1
0.0,29.5,56.4,1409,0
189.5,29.4,85.9,818,0
0.0,33.5,50.8,1386,1
120.6,25.8,82.3,635,1
397.2,24.3,85.2,754,0
31.8,30.8,66.6,83,0
0.0,24.0,84.7,398,1
11.1,29.3,78.1,1175,1
0.0,25.7,62.4,224,0
54.6,23.7,88.4,439,1
60.6,34.0,82.6,1188,1
0.0,30.3,61.2,1291,1
0.0,30.1,56.8,1258,1
25.1,30.5,57.3,1118,1
248.3,25.8,89.9,768,0
172.2,28.3,92.8,805,0
91.3,25.3,78.8,565,1
134.1,22.0,83.5,635,1
0.0,28.3,69.7,102,0
224.2,24.2,82.4,514,0
111.4,28.3,83.0,1002,1
46.8,26.4,83.3,154,0
0.0,32.1,64.1,1391,1
0.0,26.5,73.9,332,0
47.0,25.6,65.5,275,0
43.3,26.8,78.8,253,0
0.0,32.8,80.1,1292,1
335.1,25.8,85.6,885,0
25.2,29.3,69.5,1364,1
72.4,29.2,91.0,1004,1
80.9,22.6,76.9,503,1
0.0,26.8,68.8,134,0
0.0,31.7,59.5,1170,1
197.3,29.8,81.1,976,0
261.9,22.0,80.4,551,0
0.0,28.2,76.0,141,0
94.1,30.3,76.2,1042,1
77.2,31.3,75.1,1045,1
200.8,28.7,92.9,973,0
33.0,29.6,63.7,1391,1
0.0,27.2,71.5,169,0
0.0,30.1,77.7,123,0
32.8,24.3,67.8,358,0
182.0,28.2,91.9,765,0
25.0,32.8,59.4,1430,1
270.8,27.3,88.9,852,0
66.6,23.0,86.9,536,1
0.0,26.0,63.5,234,0
361.6,26.7,66.5,797,0
35.4,24.9,61.5,282,0
0.0,30.5,66.6,87,0
304.7,23.2,75.1,637,0
87.4,25.7,76.7,520,1
4.3,29.0,69.4,1423,1
0.0,24.7,64.1,138,0
110.5,22.0,80.6,525,1
19.5,26.9,61.0,166,0
18.5,27.4,80.4,102,0
169.1,23.5,78.9,697,0
145.8,26.1,81.7,585,1
75.3,22.5,84.3,482,0
101.3,24.1,75.3,858,1
35.2,25.3,77.7,439,1
0.0,28.7,68.3,264,0
106.7,25.4,89.8,610,1
56.7,27.7,65.6,115,0
0.0,31.2,60.7,1396,1
311.2,26.4,86.0,899,0
22.9,23.2,81.4,358,0
67.3,23.7,75.2,468,1
0.0,25.9,70.5,294,0
120.6,28.6,81.4,934,1
25.0,34.2,80.8,1033,1
15.3,25.3,66.3,358,0
0.0,27.9,84.9,278,0
241.9,33.5,93.0,956,0
385.6,25.1,82.3,738,0
21.9,26.3,86.9,242,0
458.3,27.6,65.6,753,0
91.7,30.2,86.9,1017,1
29.7,30.3,98.0,1068,1
68.1,28.8,75.6,460,1
395.2,28.4,92.1,741,0
0.0,27.3,82.1,1117,1
11.8,30.7,64.6,175,0
0.0,34.0,69.9,1406,1
117.9,26.5,91.2,440,1
0.0,30.5,58.5,100,0
92.7,27.2,81.7,450,1
417.5,27.8,92.8,746,0
378.8,27.2,79.6,756,0
30.2,30.3,66.0,1,0
0.0,23.0,76.6,353,0
0.0,28.1,59.9,1426,1
0.0,33.0,87.0,1088,1
322.7,30.5,84.5,918,0
36.0,24.1,72.2,461,1
0.0,28.3,56.2,35,0
287.8,26.8,80.2,909,1
96.3,23.3,77.8,538,1
447.7,27.4,88.5,759,0
301.5,29.0,74.4,653,1
197.9,26.0,80.2,764,0
0.0,32.6,82.4,1238,1
310.0,26.4,70.0,546,0
42.9,26.8,63.4,183,0
41.8,25.9,63.0,314,0
17.1,26.2,77.0,371,1
0.0,28.2,75.9,287,0
161.0,24.6,98.0,605,0
368.0,25.0,93.0,779,0
0.0,31.9,65.5,1088,1
0.0,28.1,71.0,1354,1
102.2,24.7,81.4,547,1
120.4,25.9,78.5,546,1
325.5,27.9,83.8,603,0
11.5,33.8,77.2,1257,1
0.0,22.0,81.7,372,1
42.6,33.6,66.8,1038,1
0.0,29.9,68.3,186,0
32.1,27.2,57.4,69,0
